correlation_penalty_coefficient,ensemble_size,epoch_num,learning_rate,hidden_size,loss_test,diversity_coefficient_test
0.3,4,400,0.001,"[2, 2, 2, 2, 2, 2]",0.1911090761423111,0.002446260768920183
0.3,4,400,0.001,[6],0.05025041755288839,0.002179293893277645
0.3,4,400,0.001,[12],0.04044029675424099,0.00549310864880681
0.3,5,400,0.001,[2],0.1297420235350728,0.006778649054467678
0.3,5,400,0.001,"[2, 2, 2]",0.18579864781349897,0.019017653539776802
0.3,5,400,0.001,"[2, 2, 2, 2, 2, 2]",0.22975854203104973,0.0025434005074203014
0.3,5,400,0.001,[6],0.053809754550457,0.002814325038343668
0.3,5,400,0.001,[12],0.03225084231235087,0.002326102927327156
0.3,6,400,0.001,[2],0.08311283681541681,0.008456946350634098
0.3,6,400,0.001,"[2, 2, 2]",0.21887708827853203,0.010485700331628323
0.3,6,400,0.001,"[2, 2, 2, 2, 2, 2]",0.2341151274740696,0.010425844229757786
0.3,6,400,0.001,[6],0.04400090337730944,0.0033509142231196165
0.3,6,400,0.001,[12],0.04479570593684912,0.0014341531787067652
0.3,7,400,0.001,[2],0.1354308146983385,0.014008725062012672
0.3,7,400,0.001,"[2, 2, 2]",0.16747033689171076,0.015347995795309544
0.3,7,400,0.001,"[2, 2, 2, 2, 2, 2]",0.2491697035729885,0.008598551154136658
0.3,7,400,0.001,[6],0.048490329761989415,0.008363015949726105
0.3,7,400,0.001,[12],0.031639326829463243,0.003259693505242467
0.3,8,400,0.001,[2],0.12158089876174927,0.010072831064462662
0.3,8,400,0.001,"[2, 2, 2]",0.23554078862071037,0.014833725988864899
0.3,8,400,0.001,"[2, 2, 2, 2, 2, 2]",0.19204638805240393,0.006100526079535484
0.3,8,400,0.001,[6],0.04198480397462845,0.005206453613936901
0.3,8,400,0.001,[12],0.0495508776511997,0.002305028261616826
0.3,9,400,0.001,[2],0.10829281900078058,0.007424266543239355
0.3,9,400,0.001,"[2, 2, 2]",0.2539812959730625,0.01442020758986473
0.3,9,400,0.001,"[2, 2, 2, 2, 2, 2]",0.20530249178409576,0.024168070405721664
0.3,9,400,0.001,[6],0.048959674313664436,0.0053290980868041515
0.3,9,400,0.001,[12],0.032568156719207764,0.002429561922326684
0.3,10,400,0.001,[2],0.0878762835636735,0.012750313617289066
0.3,10,400,0.001,"[2, 2, 2]",0.1814247891306877,0.04674221947789192
0.3,10,400,0.001,"[2, 2, 2, 2, 2, 2]",0.2023767437785864,0.006509709171950817
0.3,10,400,0.001,[6],0.06630945019423962,0.00554018234834075
0.3,10,400,0.001,[12],0.029499843018129468,0.0024910003412514925
0.3,11,400,0.001,[2],0.12909152545034885,0.01145111583173275
0.3,11,400,0.001,"[2, 2, 2]",0.19250401109457016,0.013434812426567078
0.3,11,400,0.001,"[2, 2, 2, 2, 2, 2]",0.1875137323513627,0.002997196279466152
0.3,11,400,0.001,[6],0.06341688893735409,0.007861800491809845
0.3,11,400,0.001,[12],0.0411775354295969,0.002631240291520953
0.3,12,400,0.001,[2],0.10639188252389431,0.01168657187372446
0.3,12,400,0.001,"[2, 2, 2]",0.23759640753269196,0.01419979427009821
0.3,12,400,0.001,"[2, 2, 2, 2, 2, 2]",0.22636662796139717,0.0010131383314728737
0.3,12,400,0.001,[6],0.05066902283579111,0.004946027882397175
0.3,12,400,0.001,[12],0.03487080009654164,0.0015202165814116597
0.3,13,400,0.001,[2],0.10294249467551708,0.0077942730858922005
0.3,13,400,0.001,"[2, 2, 2]",0.2242397703230381,0.023507652804255486
0.3,13,400,0.001,"[2, 2, 2, 2, 2, 2]",0.3517245277762413,0.014604702591896057
0.3,13,400,0.001,[6],0.050132554955780506,0.004525015130639076
0.3,13,400,0.001,[12],0.029519373725634068,0.0022803833708167076
0.3,14,400,0.001,[2],0.08916397765278816,0.012328843586146832
0.3,14,400,0.001,"[2, 2, 2]",0.23363597691059113,0.02819789946079254
0.3,14,400,0.001,"[2, 2, 2, 2, 2, 2]",0.2306518852710724,0.0070382594130933285
0.3,14,400,0.001,[6],0.04023838881403208,0.0035432290751487017
0.3,14,400,0.001,[12],0.02964206598699093,0.0026733872946351767
0.3,15,400,0.001,[2],0.0893508717417717,0.011351979337632656
0.3,15,400,0.001,"[2, 2, 2]",0.25630563125014305,0.007790521718561649
0.3,15,400,0.001,"[2, 2, 2, 2, 2, 2]",0.1892981445416808,0.013228016905486584
0.3,15,400,0.001,[6],0.05366854555904865,0.005248787347227335
0.3,15,400,0.001,[12],0.03155575372511521,0.002707372885197401
0.3,16,400,0.001,[2],0.11190929869189858,0.01177219208329916
0.3,16,400,0.001,"[2, 2, 2]",0.1836259849369526,0.01887696236371994
0.3,16,400,0.001,"[2, 2, 2, 2, 2, 2]",0.19560022465884686,0.012947664596140385
0.3,16,400,0.001,[6],0.04215333238244057,0.005320446100085974
0.3,16,400,0.001,[12],0.06506999395787716,0.011019636876881123
0.4,2,400,0.001,[2],0.10997764533385634,0.013792697340250015
0.4,2,400,0.001,"[2, 2, 2]",0.2448904849588871,0.015136241912841797
0.4,2,400,0.001,"[2, 2, 2, 2, 2, 2]",0.2148815169930458,0.0065049901604652405
0.4,2,400,0.001,[6],0.07634674711152911,0.004156424198299646
0.4,2,400,0.001,[12],0.05597324389964342,0.007403490133583546
0.4,3,400,0.001,[2],0.08797513181343675,0.01896221563220024
0.4,3,400,0.001,"[2, 2, 2]",0.24964438378810883,0.016532979905605316
0.4,3,400,0.001,"[2, 2, 2, 2, 2, 2]",0.19088634103536606,0.011264804750680923
0.4,3,400,0.001,[6],0.03665722068399191,0.004133068025112152
0.4,3,400,0.001,[12],0.0285614978056401,0.0019029517425224185
0.4,4,400,0.001,[2],0.20867695286870003,0.00994149874895811
0.4,4,400,0.001,"[2, 2, 2]",0.19699852354824543,0.015047604218125343
0.4,4,400,0.001,"[2, 2, 2, 2, 2, 2]",0.2396763488650322,0.00846016313880682
0.4,4,400,0.001,[6],0.08389083482325077,0.009445724077522755
0.4,4,400,0.001,[12],0.03227393142879009,0.0017672296380624175
0.4,5,400,0.001,[2],0.09119180613197386,0.012913045473396778
0.4,5,400,0.001,"[2, 2, 2]",0.21132925897836685,0.018677232787013054
0.4,5,400,0.001,"[2, 2, 2, 2, 2, 2]",0.21792887896299362,0.020522931590676308
0.4,5,400,0.001,[6],0.05945560336112976,0.005455860868096352
0.4,5,400,0.001,[12],0.04895773809403181,0.003840572200715542
0.4,6,400,0.001,[2],0.14878676645457745,0.00875096581876278
0.4,6,400,0.001,"[2, 2, 2]",0.24736157059669495,0.01523461565375328
0.4,6,400,0.001,"[2, 2, 2, 2, 2, 2]",0.20112157985568047,0.012135826051235199
0.4,6,400,0.001,[6],0.0533251604065299,0.005951104685664177
0.4,6,400,0.001,[12],0.054829793982207775,0.0035437685437500477
0.4,7,400,0.001,[2],0.10246537066996098,0.009535487741231918
0.4,7,400,0.001,"[2, 2, 2]",0.18672511912882328,0.016506116837263107
0.4,7,400,0.001,"[2, 2, 2, 2, 2, 2]",0.2940746955573559,0.020229458808898926
0.4,7,400,0.001,[6],0.047540849540382624,0.00841632392257452
0.4,7,400,0.001,[12],0.03246447769924998,0.0026736699510365725
0.4,8,400,0.001,[2],0.10474927444010973,0.015877656638622284
0.4,8,400,0.001,"[2, 2, 2]",0.2775326110422611,0.011866545304656029
0.4,8,400,0.001,"[2, 2, 2, 2, 2, 2]",0.21464349329471588,0.012159442529082298
0.4,8,400,0.001,[6],0.034571848693303764,0.0068160551600158215
0.4,8,400,0.001,[12],0.033300130628049374,0.0028413187246769667
0.4,9,400,0.001,[2],0.08131840638816357,0.012715620920062065
0.4,9,400,0.001,"[2, 2, 2]",0.1371922567486763,0.024130620062351227
0.4,9,400,0.001,"[2, 2, 2, 2, 2, 2]",0.2084035836160183,0.013978411443531513
0.4,9,400,0.001,[6],0.042131448397412896,0.014067410491406918
0.4,9,400,0.001,[12],0.037105437368154526,0.002806148724630475
0.4,10,400,0.001,[2],0.09852988179773092,0.01193622499704361
0.4,10,400,0.001,"[2, 2, 2]",0.21872706711292267,0.015825433656573296
0.4,10,400,0.001,"[2, 2, 2, 2, 2, 2]",0.19798363000154495,0.019420458003878593
0.4,10,400,0.001,[6],0.04935176391154528,0.004264369141310453
0.4,10,400,0.001,[12],0.05089958198368549,0.003981007728725672
0.4,11,400,0.001,[2],0.09207204543054104,0.015273280441761017
0.4,11,400,0.001,"[2, 2, 2]",0.22975391894578934,0.015948308631777763
0.4,11,400,0.001,"[2, 2, 2, 2, 2, 2]",0.22659704089164734,0.011858069337904453
0.4,11,400,0.001,[6],0.05287786154076457,0.00561860017478466
0.4,11,400,0.001,[12],0.04183653020299971,0.0032453585881739855
0.4,12,400,0.001,[2],0.06002878583967686,0.011904704384505749
0.4,12,400,0.001,"[2, 2, 2]",0.20421644486486912,0.020102938637137413
0.4,12,400,0.001,"[2, 2, 2, 2, 2, 2]",0.2103443220257759,0.008602278307080269
0.4,12,400,0.001,[6],0.06858334969729185,0.0065673962235450745
0.4,12,400,0.001,[12],0.03086504596285522,0.003524221247062087
